Filename,SNR,Speaker,Length,Reference,Hyp_NoLM,Hyp_LM
SNR35dB_man_seq3digits_090.wav,SNR35dB,man,3,four nine three,four nine three,for nine three
SNR35dB_man_seq3digits_038.wav,SNR35dB,man,3,five four zero,five forgesly row,five forges le ro
SNR35dB_man_seq3digits_060.wav,SNR35dB,man,3,five three four,five three four,five three four
SNR35dB_man_seq3digits_048.wav,SNR35dB,man,3,two three five,two three fan,two three fan
SNR35dB_man_seq1digit_138.wav,SNR35dB,man,1,eight,et,at
SNR35dB_man_seq1digit_122.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_002.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_006.wav,SNR35dB,man,1,nine,nine,nine
SNR35dB_man_seq1digit_052.wav,SNR35dB,man,1,four,four,four
SNR35dB_man_seq1digit_156.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_179.wav,SNR35dB,man,1,eight,eight,eight
SNR35dB_man_seq1digit_028.wav,SNR35dB,man,1,six,sex,sex
SNR35dB_man_seq1digit_090.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_170.wav,SNR35dB,man,1,eight,eight,eight
SNR35dB_man_seq1digit_136.wav,SNR35dB,man,1,nine,nine,nine
SNR35dB_man_seq1digit_043.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_177.wav,SNR35dB,man,1,eight,eigt,it
SNR35dB_man_seq1digit_121.wav,SNR35dB,man,1,four,four,four
SNR35dB_man_seq1digit_037.wav,SNR35dB,man,1,eight,a,a
SNR35dB_man_seq1digit_110.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_181.wav,SNR35dB,man,1,eight,eight,eight
SNR35dB_man_seq1digit_115.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_020.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_126.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_134.wav,SNR35dB,man,1,four,four,four
SNR35dB_man_seq1digit_191.wav,SNR35dB,man,1,zero,zero,zero
SNR35dB_man_seq1digit_161.wav,SNR35dB,man,1,zero,zira,dira
SNR35dB_man_seq1digit_144.wav,SNR35dB,man,1,two,to,to
SNR35dB_man_seq1digit_067.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_141.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_080.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_180.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_173.wav,SNR35dB,man,1,four,four,four
SNR35dB_man_seq1digit_124.wav,SNR35dB,man,1,four,four,four
SNR35dB_man_seq1digit_036.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_051.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_142.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_007.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_100.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_066.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_101.wav,SNR35dB,man,1,zero,zero,zero
SNR35dB_man_seq1digit_012.wav,SNR35dB,man,1,two,to,to
SNR35dB_man_seq1digit_190.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_148.wav,SNR35dB,man,1,two,to,do
SNR35dB_man_seq1digit_068.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_187.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_096.wav,SNR35dB,man,1,zero,zero,zero
SNR35dB_man_seq1digit_150.wav,SNR35dB,man,1,zero,gero,zero
SNR35dB_man_seq1digit_054.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_155.wav,SNR35dB,man,1,four,four,for
SNR35dB_man_seq1digit_023.wav,SNR35dB,man,1,zero,zero,zero
SNR35dB_man_seq1digit_112.wav,SNR35dB,man,1,zero,zyril,zyril
SNR35dB_man_seq1digit_072.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_184.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_114.wav,SNR35dB,man,1,nine,nine,nine
SNR35dB_man_seq1digit_185.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_189.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_139.wav,SNR35dB,man,1,oh,o,oh
SNR35dB_man_seq1digit_058.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_077.wav,SNR35dB,man,1,three,three,three
SNR35dB_man_seq1digit_113.wav,SNR35dB,man,1,two,two,to
SNR35dB_man_seq1digit_109.wav,SNR35dB,man,1,three,three,three
SNR35dB_man_seq1digit_056.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_183.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_070.wav,SNR35dB,man,1,eight,a,a
SNR35dB_man_seq1digit_010.wav,SNR35dB,man,1,eight,i,it
SNR35dB_man_seq1digit_172.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_128.wav,SNR35dB,man,1,nine,nine,nine
SNR35dB_man_seq1digit_140.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_057.wav,SNR35dB,man,1,six,sex,sex
SNR35dB_man_seq1digit_033.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_106.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_147.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_195.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_200.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_078.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_194.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_008.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_065.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_197.wav,SNR35dB,man,1,eight,eight,eight
SNR35dB_man_seq1digit_032.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_166.wav,SNR35dB,man,1,eight,eight,eight
SNR35dB_man_seq1digit_084.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_145.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_165.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_009.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_169.wav,SNR35dB,man,1,four,four,four
SNR35dB_man_seq1digit_196.wav,SNR35dB,man,1,three,three,three
SNR35dB_man_seq1digit_076.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_092.wav,SNR35dB,man,1,zero,dero,dere
SNR35dB_man_seq1digit_035.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_116.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_174.wav,SNR35dB,man,1,three,three,three
SNR35dB_man_seq1digit_031.wav,SNR35dB,man,1,four,four,four
SNR35dB_man_seq1digit_186.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_017.wav,SNR35dB,man,1,oh,ow,ow
SNR35dB_man_seq1digit_013.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_157.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_074.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_167.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_199.wav,SNR35dB,man,1,oh,o,oh
SNR35dB_man_seq1digit_098.wav,SNR35dB,man,1,eight,eight,eight
SNR35dB_man_seq1digit_168.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_024.wav,SNR35dB,man,1,nine,nine,nine
SNR35dB_man_seq1digit_127.wav,SNR35dB,man,1,zero,zero,zero
SNR35dB_man_seq1digit_061.wav,SNR35dB,man,1,six,sex,sex
SNR35dB_man_seq1digit_176.wav,SNR35dB,man,1,four,four,four
SNR35dB_man_seq1digit_082.wav,SNR35dB,man,1,four,four,four
SNR35dB_man_seq1digit_053.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_159.wav,SNR35dB,man,1,six,sex,sex
SNR35dB_man_seq1digit_040.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_003.wav,SNR35dB,man,1,eight,eight,eight
SNR35dB_man_seq1digit_026.wav,SNR35dB,man,1,eight,eight,eight
SNR35dB_man_seq1digit_095.wav,SNR35dB,man,1,three,three,three
SNR35dB_man_seq1digit_152.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_099.wav,SNR35dB,man,1,three,three,three
SNR35dB_man_seq1digit_030.wav,SNR35dB,man,1,nine,nine,nine
SNR35dB_man_seq1digit_132.wav,SNR35dB,man,1,six,sex,sex
SNR35dB_man_seq1digit_069.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_158.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_004.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_133.wav,SNR35dB,man,1,one,ine,one
SNR35dB_man_seq1digit_050.wav,SNR35dB,man,1,four,foa,a
SNR35dB_man_seq1digit_117.wav,SNR35dB,man,1,three,three,three
SNR35dB_man_seq1digit_088.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_093.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_120.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_018.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_151.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_107.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_022.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_079.wav,SNR35dB,man,1,three,dra,ray
SNR35dB_man_seq1digit_125.wav,SNR35dB,man,1,eight,eight,eight
SNR35dB_man_seq1digit_131.wav,SNR35dB,man,1,eight,eight,eight
SNR35dB_man_seq1digit_162.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_102.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_188.wav,SNR35dB,man,1,three,three,three
SNR35dB_man_seq1digit_071.wav,SNR35dB,man,1,two,to,to
SNR35dB_man_seq1digit_045.wav,SNR35dB,man,1,two,ta,a
SNR35dB_man_seq1digit_118.wav,SNR35dB,man,1,eight,eight,it
SNR35dB_man_seq1digit_123.wav,SNR35dB,man,1,three,three,three
SNR35dB_man_seq1digit_075.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_062.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_041.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_105.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_193.wav,SNR35dB,man,1,zero,zero,zero
SNR35dB_man_seq1digit_182.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_192.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_016.wav,SNR35dB,man,1,four,four,for
SNR35dB_man_seq1digit_049.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_025.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_178.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_059.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_104.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_021.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_091.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_149.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_060.wav,SNR35dB,man,1,three,three,three
SNR35dB_man_seq1digit_038.wav,SNR35dB,man,1,three,hurry,hurry
SNR35dB_man_seq1digit_094.wav,SNR35dB,man,1,zero,zero,zero
SNR35dB_man_seq1digit_073.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_146.wav,SNR35dB,man,1,eight,eight,eight
SNR35dB_man_seq1digit_103.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_081.wav,SNR35dB,man,1,three,three,three
SNR35dB_man_seq1digit_047.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_163.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_108.wav,SNR35dB,man,1,four,four,four
SNR35dB_man_seq1digit_085.wav,SNR35dB,man,1,zero,zero,zero
SNR35dB_man_seq1digit_198.wav,SNR35dB,man,1,eight,a,ah
SNR35dB_man_seq1digit_044.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_027.wav,SNR35dB,man,1,nine,nine,nine
SNR35dB_man_seq1digit_042.wav,SNR35dB,man,1,nine,nine,nine
SNR35dB_man_seq1digit_175.wav,SNR35dB,man,1,three,three,three
SNR35dB_man_seq1digit_014.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_130.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_129.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_039.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_055.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_083.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_097.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_137.wav,SNR35dB,man,1,nine,nine,nine
SNR35dB_man_seq1digit_111.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_164.wav,SNR35dB,man,1,six,sex,sex
SNR35dB_man_seq1digit_019.wav,SNR35dB,man,1,three,three,three
SNR35dB_man_seq1digit_089.wav,SNR35dB,man,1,four,four,four
SNR35dB_man_seq1digit_143.wav,SNR35dB,man,1,oh,how,how
SNR35dB_man_seq1digit_015.wav,SNR35dB,man,1,eight,eight,eight
SNR35dB_man_seq1digit_048.wav,SNR35dB,man,1,three,three,three
SNR35dB_man_seq1digit_119.wav,SNR35dB,man,1,four,four,four
SNR35dB_man_seq1digit_005.wav,SNR35dB,man,1,zero,zero,zero
SNR35dB_man_seq1digit_063.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_154.wav,SNR35dB,man,1,three,three,three
SNR35dB_man_seq1digit_086.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_011.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_153.wav,SNR35dB,man,1,oh,oh,oh
SNR35dB_man_seq1digit_029.wav,SNR35dB,man,1,five,five,five
SNR35dB_man_seq1digit_135.wav,SNR35dB,man,1,zero,zero,zero
SNR35dB_man_seq1digit_160.wav,SNR35dB,man,1,six,six,six
SNR35dB_man_seq1digit_087.wav,SNR35dB,man,1,seven,seven,seven
SNR35dB_man_seq1digit_046.wav,SNR35dB,man,1,one,one,one
SNR35dB_man_seq1digit_034.wav,SNR35dB,man,1,four,thor,thor
SNR35dB_man_seq1digit_064.wav,SNR35dB,man,1,two,two,two
SNR35dB_man_seq1digit_171.wav,SNR35dB,man,1,four,for,for
SNR35dB_man_seq1digit_001.wav,SNR35dB,man,1,three,three,three
SNR35dB_boy_seq5digits_035.wav,SNR35dB,boy,5,zero four eight four five,zero four eight four five,zero four eight four five
SNR35dB_boy_seq5digits_005.wav,SNR35dB,boy,5,three eight three oh five,c eh c o five,c e c o five
SNR35dB_boy_seq5digits_058.wav,SNR35dB,boy,5,zero seven eight four seven,jul seven eight four seven,ju seven eight four seven
SNR35dB_boy_seq5digits_016.wav,SNR35dB,boy,5,nine seven three three two,nine seven three three two,nine seven three three two
SNR35dB_boy_seq5digits_019.wav,SNR35dB,boy,5,two zero five eight nine,twu zero five eight nine,two zero five eight nine
SNR35dB_boy_seq5digits_064.wav,SNR35dB,boy,5,two six oh three six,two six o three six,two six o three six
SNR35dB_boy_seq5digits_014.wav,SNR35dB,boy,5,six two five nine two,six two five nine two,six two five nine two
SNR35dB_boy_seq5digits_034.wav,SNR35dB,boy,5,four one seven zero zero,four one seven zero zera,four one seven zero zero
SNR35dB_boy_seq5digits_081.wav,SNR35dB,boy,5,oh one eight nine seven,oh one eight nine seven,oh one eight nine seven
SNR35dB_boy_seq5digits_021.wav,SNR35dB,boy,5,six nine three four eight,six nine threy four eight,six nine three four eight
SNR35dB_boy_seq5digits_003.wav,SNR35dB,boy,5,nine three four zero eight,nine three four zero eight,nine three four zero eight
SNR35dB_boy_seq5digits_076.wav,SNR35dB,boy,5,seven six five oh two,seven sex five o two,seven six five o two
SNR35dB_boy_seq5digits_013.wav,SNR35dB,boy,5,one oh nine three two,one o nine three two,one o nine three two
SNR35dB_boy_seq5digits_033.wav,SNR35dB,boy,5,one four three one three,one fourt three one three,one four three one three
SNR35dB_boy_seq5digits_031.wav,SNR35dB,boy,5,two zero four five three,two zero four five three,two zero four five three
SNR35dB_boy_seq5digits_023.wav,SNR35dB,boy,5,zero eight seven eight five,zero eight seven eight five,zero eight seven eight five
SNR35dB_boy_seq5digits_039.wav,SNR35dB,boy,5,eight eight seven oh eight,eight eight seven o eight,eight eight seven o eight
SNR35dB_boy_seq5digits_090.wav,SNR35dB,boy,5,oh four one six six,oh four one six six,oh four one six six
SNR35dB_boy_seq5digits_089.wav,SNR35dB,boy,5,five seven six zero eight,five seven six zero eight,five seven six zero eight
SNR35dB_boy_seq5digits_067.wav,SNR35dB,boy,5,five two seven two five,five two seven two five,five two seven two five
SNR35dB_boy_seq5digits_069.wav,SNR35dB,boy,5,three nine one two six,three nine one two six,three nine one two six
SNR35dB_boy_seq5digits_009.wav,SNR35dB,boy,5,six zero one three two,six zereal one three two,six zero one three two
SNR35dB_boy_seq5digits_057.wav,SNR35dB,boy,5,six two one one eight,six two one one eight,six two one one eight
SNR35dB_boy_seq5digits_045.wav,SNR35dB,boy,5,zero nine six two three,jo nine six two three,jo nine six two three
SNR35dB_boy_seq5digits_061.wav,SNR35dB,boy,5,seven oh seven nine one,seven oh seven nine one,seven o seven nine one
SNR35dB_boy_seq5digits_002.wav,SNR35dB,boy,5,one nine six nine seven,one nine six nine seven,one nine six nine seven
SNR35dB_boy_seq5digits_082.wav,SNR35dB,boy,5,five one four one oh,five one four one o,five one four one o
SNR35dB_boy_seq5digits_038.wav,SNR35dB,boy,5,zero seven one three two,cyril seven one three two,cyril seven one three two
SNR35dB_boy_seq5digits_028.wav,SNR35dB,boy,5,zero seven five eight five,zero seven five eight five,zero seven five eight five
SNR35dB_boy_seq5digits_092.wav,SNR35dB,boy,5,three five five seven zero,three five five seven zero,three five five seven zero
SNR35dB_boy_seq5digits_068.wav,SNR35dB,boy,5,eight four zero nine eight,eight four zero nine eight,eight four zero nine eight
SNR35dB_boy_seq5digits_041.wav,SNR35dB,boy,5,two oh two two four,two al te te four,to a te te for
SNR35dB_boy_seq5digits_098.wav,SNR35dB,boy,5,zero zero three one zero,saroserothreworn gera,say rose rothreworn dere
SNR35dB_boy_seq5digits_087.wav,SNR35dB,boy,5,nine four oh oh four,nine four o o four,nine four o o four
SNR35dB_boy_seq5digits_070.wav,SNR35dB,boy,5,zero six two zero seven,zero six two zero seven,zero six two zero seven
SNR35dB_boy_seq5digits_037.wav,SNR35dB,boy,5,six seven zero zero eight,six seven zero zero eight,six seven zero zero eight
SNR35dB_boy_seq5digits_096.wav,SNR35dB,boy,5,five nine oh three nine,five nine o thrty nine,five nine o thirty nine
SNR35dB_boy_seq5digits_026.wav,SNR35dB,boy,5,two nine seven nine four,two nine seven nine four,two nine seven nine four
SNR35dB_boy_seq5digits_006.wav,SNR35dB,boy,5,eight oh six five six,eight o six five six,eight o six five six
SNR35dB_boy_seq5digits_084.wav,SNR35dB,boy,5,three four six three oh,three four six three o,three four six three o
SNR35dB_boy_seq5digits_029.wav,SNR35dB,boy,5,eight oh three five oh,eight o three five o,eight o three five o
SNR35dB_boy_seq5digits_049.wav,SNR35dB,boy,5,five seven seven oh four,five seven seven ofoll,five seven seven o full
SNR35dB_boy_seq5digits_043.wav,SNR35dB,boy,5,three four zero five zero,three four zero five de ro,three four zero five de ro
SNR35dB_boy_seq5digits_010.wav,SNR35dB,boy,5,one seven two five seven,one seven two five seven,one seven two five seven
SNR35dB_boy_seq5digits_015.wav,SNR35dB,boy,5,eight four five three oh,at for fave rao,at four five ra
SNR35dB_boy_seq5digits_079.wav,SNR35dB,boy,5,nine one four three nine,nine one four three nine,nine one for three nine
SNR35dB_boy_seq5digits_020.wav,SNR35dB,boy,5,three three two four eight,three three two four eight,three three two four eight
SNR35dB_boy_seq5digits_095.wav,SNR35dB,boy,5,six seven one six three,six seven one six three,six seven one six three
SNR35dB_boy_seq5digits_056.wav,SNR35dB,boy,5,eight eight two seven one,eight eight two seveny one,eight eight two seventy one
SNR35dB_boy_seq5digits_100.wav,SNR35dB,boy,5,one one three one nine,one one three one nine,one one three one nine
SNR35dB_boy_seq5digits_012.wav,SNR35dB,boy,5,nine three one three three,nine three one three three,nine three one three three
SNR35dB_boy_seq5digits_060.wav,SNR35dB,boy,5,five nine one zero five,five nine one zuro five,five nine one zero five
SNR35dB_boy_seq5digits_083.wav,SNR35dB,boy,5,nine four four two four,nine for forty four,nine for forty four
SNR35dB_boy_seq5digits_077.wav,SNR35dB,boy,5,six zero one nine zero,six zero one nine zero,six zero one nine zero
SNR35dB_boy_seq5digits_059.wav,SNR35dB,boy,5,eight one nine six eight,eight one nine six eight,eight one nine six eight
SNR35dB_boy_seq5digits_036.wav,SNR35dB,boy,5,three two oh five four,three two o five four,three two o five four
SNR35dB_boy_seq5digits_078.wav,SNR35dB,boy,5,four five six nine nine,four five six nine nine,four five six nine nine
SNR35dB_boy_seq5digits_062.wav,SNR35dB,boy,5,eight oh two two five,eight o two two faf,eight o two two fat
SNR35dB_boy_seq5digits_030.wav,SNR35dB,boy,5,three three oh three oh,three three o three o,three three o three o
SNR35dB_boy_seq5digits_094.wav,SNR35dB,boy,5,one five one three zero,one five one three zo,one five one three zero
SNR35dB_boy_seq5digits_047.wav,SNR35dB,boy,5,nine six seven seven oh,nine six seven seven o,nine six seven seven o
SNR35dB_boy_seq5digits_054.wav,SNR35dB,boy,5,zero seven six three seven,zero seven six three seven,zero seven six three seven
SNR35dB_boy_seq5digits_007.wav,SNR35dB,boy,5,oh four two oh three,o for two o three,oh for two o three
SNR35dB_boy_seq5digits_099.wav,SNR35dB,boy,5,seven seven seven zero eight,seven seven sevens year eight,seven seven seven year eight
SNR35dB_boy_seq5digits_065.wav,SNR35dB,boy,5,seven oh four eight three,seven o four eigh three,seven o four eight three
SNR35dB_boy_seq5digits_018.wav,SNR35dB,boy,5,six four seven three five,six four seven three five,six four seven three five
SNR35dB_boy_seq5digits_063.wav,SNR35dB,boy,5,five seven three nine zero,five seven three nine dero,five seven three nine zero
SNR35dB_boy_seq5digits_073.wav,SNR35dB,boy,5,eight oh five oh oh,e o five o o,o five o o
SNR35dB_boy_seq5digits_072.wav,SNR35dB,boy,5,three oh nine oh four,three o nine o four,three o nine o four
SNR35dB_boy_seq5digits_017.wav,SNR35dB,boy,5,seven zero nine five three,seventy ronine five three,seventy ronin five three
SNR35dB_boy_seq5digits_022.wav,SNR35dB,boy,5,three zero five zero six,three zero five zero six,three zero five zero six
SNR35dB_boy_seq5digits_027.wav,SNR35dB,boy,5,zero three four three eight,zero three four three eight,zero three four three eight
SNR35dB_boy_seq5digits_001.wav,SNR35dB,boy,5,four one oh five three,four one o five three,four one o five three
SNR35dB_boy_seq5digits_080.wav,SNR35dB,boy,5,seven eight eight eight nine,seven eight eight eiht nine,seven eight eight eight nine
SNR35dB_boy_seq5digits_091.wav,SNR35dB,boy,5,one oh nine six six,one oth nine six six,one o nine six six
SNR35dB_boy_seq5digits_075.wav,SNR35dB,boy,5,three zero three nine six,three g run three nine six,three g run three nine six
SNR35dB_boy_seq5digits_074.wav,SNR35dB,boy,5,two zero one one six,two zero one one six,two zero one one six
SNR35dB_boy_seq5digits_040.wav,SNR35dB,boy,5,five eight one nine oh,fabie onano,fabionano
SNR35dB_boy_seq5digits_085.wav,SNR35dB,boy,5,zero seven six two four,zero seven six two four,zero seven six two four
SNR35dB_boy_seq5digits_011.wav,SNR35dB,boy,5,zero four nine nine zero,zero fornananzera,zero for nan nan ira
SNR35dB_boy_seq5digits_008.wav,SNR35dB,boy,5,five nine zero one nine,five nine duro one nine,five nine duro one nine
SNR35dB_boy_seq5digits_097.wav,SNR35dB,boy,5,seven oh four six two,seven o four six two,seven o for six two
SNR35dB_boy_seq5digits_071.wav,SNR35dB,boy,5,six four eight two oh,six four eight two o,six four eight two o
SNR35dB_boy_seq5digits_025.wav,SNR35dB,boy,5,one seven four two zero,ine seven four to zero,one seven four two zero
SNR35dB_boy_seq5digits_086.wav,SNR35dB,boy,5,two one three six four,two one three six four,two one three six four
SNR35dB_boy_seq5digits_042.wav,SNR35dB,boy,5,six two three oh eight,six t t o eight,six t t o eight
SNR35dB_boy_seq5digits_004.wav,SNR35dB,boy,5,oh nine oh nine seven,o nine nine seven,nine nine seven
SNR35dB_boy_seq5digits_024.wav,SNR35dB,boy,5,three six eight two nine,three six eighty nine,three six eighty nine
SNR35dB_boy_seq5digits_032.wav,SNR35dB,boy,5,one three three zero zero,one three three zero zero,one three three zero zero
SNR35dB_boy_seq5digits_055.wav,SNR35dB,boy,5,seven seven oh four six,seven seven oh four six,seven seven o four six
SNR35dB_boy_seq5digits_044.wav,SNR35dB,boy,5,six one five one nine,six worn five on nine,six on five on nine
SNR35dB_boy_seq5digits_046.wav,SNR35dB,boy,5,oh seven eight one five,oh seven eight one five,oh seven eight one five
SNR35dB_boy_seq5digits_066.wav,SNR35dB,boy,5,oh four nine five four,oh four nine five four,oh four nine five four
SNR35dB_boy_seq5digits_052.wav,SNR35dB,boy,5,three one six four five,three one six four five,three one six four five
SNR35dB_boy_seq5digits_053.wav,SNR35dB,boy,5,nine five four seven seven,nine five four seven seven,nine five four seven seven
SNR35dB_boy_seq5digits_048.wav,SNR35dB,boy,5,nine six nine two two,nine six nine two two,nine six nine two two
SNR35dB_boy_seq5digits_051.wav,SNR35dB,boy,5,eight nine six five three,eight nine six five three,eight nine six five three
SNR35dB_boy_seq5digits_050.wav,SNR35dB,boy,5,seven seven zero zero five,seven seven zero zero five,seven seven zero zero five
SNR35dB_boy_seq5digits_088.wav,SNR35dB,boy,5,zero three four five four,zero three four five four,zero three four five four
SNR35dB_boy_seq5digits_093.wav,SNR35dB,boy,5,three seven two two five,three seven two two fir,three seven two two fir
SNR35dB_boy_seq3digits_092.wav,SNR35dB,boy,3,six oh eight,six o eight,six o eight
SNR35dB_boy_seq3digits_072.wav,SNR35dB,boy,3,eight oh seven,eight o seven,eight o seven
SNR35dB_boy_seq3digits_059.wav,SNR35dB,boy,3,seven nine eight,seven nine eight,seven nine eight
SNR35dB_boy_seq3digits_019.wav,SNR35dB,boy,3,one zero nine,one zero nine,one zero nine
SNR35dB_boy_seq3digits_068.wav,SNR35dB,boy,3,five seven zero,five seven zero,five seven zero
SNR35dB_boy_seq3digits_073.wav,SNR35dB,boy,3,nine one six,nine one six,nine one six
SNR35dB_boy_seq3digits_060.wav,SNR35dB,boy,3,nine three five,nine three five,nine three five
